57.0	1.0
119.0	2.0
136.0	2.0
142.0	2.0
143.0	1.0
201.0	1.0
202.0	2.0
230.0	1.0
240.0	2.0
241.0	2.0
249.0	2.0
293.0	1.0
294.0	2.0
307.0	1.0
380.0	1.0
413.0	2.0
415.0	1.0
425.0	1.0
435.0	1.0
464.0	2.0
468.0	1.0
497.0	2.0
498.0	1.0
499.0	1.0
534.0	2.0
624.0	1.0
638.0	2.0
639.0	1.0
640.0	2.0
641.0	1.0
644.0	2.0
667.0	1.0
720.0	2.0
729.0	2.0
739.0	1.0
742.0	1.0
749.0	1.0
753.0	2.0
756.0	2.0
757.0	1.0
764.0	2.0
765.0	1.0
849.0	2.0
852.0	1.0
854.0	1.0
872.0	2.0
874.0	2.0
903.0	2.0
943.0	1.0
945.0	2.0
946.0	1.0
971.0	1.0
1001.0	2.0
1064.0	2.0
1068.0	2.0
1085.0	2.0
1124.0	1.0
1125.0	1.0
1127.0	2.0
1132.0	2.0
1139.0	2.0
1194.0	2.0
1206.053397665361	2.0
1227.6966394708188	2.0
1245.1497500928635	1.0
1252.6715564951837	1.0
