202.0	2.0
274.0	2.0
279.0	1.0
304.0	2.0
365.0	2.0
419.0	1.0
420.0	2.0
425.0	1.0
454.0	1.0
464.0	2.0
468.0	1.0
488.0	1.0
508.0	1.0
534.0	2.0
536.0	1.0
537.0	1.0
615.0	2.0
618.0	2.0
636.0	2.0
637.0	2.0
638.0	2.0
639.0	1.0
641.0	1.0
644.0	2.0
648.0	1.0
649.0	1.0
650.0	2.0
666.0	2.0
667.0	1.0
675.0	1.0
680.0	1.0
683.0	2.0
685.0	2.0
693.0	2.0
710.0	2.0
729.0	2.0
732.0	2.0
738.0	2.0
739.0	1.0
741.0	1.0
753.0	2.0
760.0	1.0
764.0	2.0
765.0	1.0
823.0	2.0
824.0	1.0
849.0	2.0
871.0	1.0
872.0	2.0
946.0	1.0
954.0	1.0
961.0	2.0
1011.0	1.0
1062.0	2.0
1069.0	1.0
1083.0	1.0
1085.0	2.0
1091.0	2.0
1147.0	1.0
1159.0	1.0
1202.906097819533	1.0
1226.5412435062071	2.0
1253.1731753375432	2.0
